,Text,Tweet Id,no_contract,tokenized,lower_case,punctuation_removed,stopwords_removed,Text_Cleaned,Target
7874,RT Me waiting to see when my phone gets delivered today. https://t.co/GTneLho6bC,1043170079805001728,RT Me waiting to see when my phone gets delivered today. https://t.co/GTneLho6bC,"['RT', 'Me', 'waiting', 'to', 'see', 'when', 'my', 'phone', 'gets', 'delivered', 'today', '.', 'https', ':', '//t.co/GTneLho6bC']","['rt', 'me', 'waiting', 'to', 'see', 'when', 'my', 'phone', 'gets', 'delivered', 'today', '.', 'https', ':', '//t.co/gtnelho6bc']","['rt', 'me', 'waiting', 'to', 'see', 'when', 'my', 'phone', 'gets', 'delivered', 'today', 'https', '//t.co/gtnelho6bc']","['rt', 'waiting', 'see', 'phone', 'gets', 'delivered', 'today', '//t.co/gtnelho6bc']",rt waiting see phone gets delivered today //t.co/gtnelho6bc,0
13005,Guys I think is updating their order status cause when I go on the apple store app usually in discover it sh… https://t.co/534pOscqdI,1042633348219322368,Guys I think is updating their order status because when I go on the apple store app usually in discover it sh… https://t.co/534pOscqdI,"['Guys', 'I', 'think', 'is', 'updating', 'their', 'order', 'status', 'because', 'when', 'I', 'go', 'on', 'the', 'apple', 'store', 'app', 'usually', 'in', 'discover', 'it', 'sh…', 'https', ':', '//t.co/534pOscqdI']","['guys', 'i', 'think', 'is', 'updating', 'their', 'order', 'status', 'because', 'when', 'i', 'go', 'on', 'the', 'apple', 'store', 'app', 'usually', 'in', 'discover', 'it', 'sh…', 'https', ':', '//t.co/534poscqdi']","['guys', 'i', 'think', 'is', 'updating', 'their', 'order', 'status', 'because', 'when', 'i', 'go', 'on', 'the', 'apple', 'store', 'app', 'usually', 'in', 'discover', 'it', 'sh…', 'https', '//t.co/534poscqdi']","['guys', 'think', 'updating', 'order', 'status', 'go', 'apple', 'store', 'app', 'usually', 'discover', 'sh…', '//t.co/534poscqdi']",guys think updating order status go apple store app usually discover sh… //t.co/534poscqdi,0
5150,I’m so happy 😍😍 256GB https://t.co/OfFWsXe5BK,1043316733035986945,I am so happy 😍😍 256GB https://t.co/OfFWsXe5BK,"['I', 'am', 'so', 'happy', '😍😍', '256GB', 'https', ':', '//t.co/OfFWsXe5BK']","['i', 'am', 'so', 'happy', '😍😍', '256gb', 'https', ':', '//t.co/offwsxe5bk']","['i', 'am', 'so', 'happy', '😍😍', '256gb', 'https', '//t.co/offwsxe5bk']","['happy', '😍😍', '256gb', '//t.co/offwsxe5bk']",happy 😍😍 256gb //t.co/offwsxe5bk,0
2121,iPhoneⅩsMAX！！,1043668647611260928,iPhoneⅩsMAX！！,['iPhoneⅩsMAX！！'],['iphoneⅹsmax！！'],['iphoneⅹsmax！！'],['iphoneⅹsmax！！'],iphoneⅹsmax！！,0
3643,I just purchased a Space Grey iPhone XS Max and I couldn’t be happier. This device is simply amazing!!!,1043491891709452288,I just purchased a Space Grey iPhone XS Max and I could not be happier. This device is simply amazing!!!,"['I', 'just', 'purchased', 'a', 'Space', 'Grey', 'iPhone', 'XS', 'Max', 'and', 'I', 'could', 'not', 'be', 'happier', '.', 'This', 'device', 'is', 'simply', 'amazing', '!', '!', '!']","['i', 'just', 'purchased', 'a', 'space', 'grey', 'iphone', 'xs', 'max', 'and', 'i', 'could', 'not', 'be', 'happier', '.', 'this', 'device', 'is', 'simply', 'amazing', '!', '!', '!']","['i', 'just', 'purchased', 'a', 'space', 'grey', 'iphone', 'xs', 'max', 'and', 'i', 'could', 'not', 'be', 'happier', 'this', 'device', 'is', 'simply', 'amazing']","['purchased', 'space', 'grey', 'iphone', 'xs', 'max', 'could', 'happier', 'device', 'simply', 'amazing']",purchased space grey iphone xs max could happier device simply amazing,0
11563,RT Why does intend on making massive phones?! Not all of us have manhands y’know!?,1042860159356293121,RT Why does intend on making massive phones?! Not all of us have manhands y’know!?,"['RT', 'Why', 'does', 'intend', 'on', 'making', 'massive', 'phones', '?', '!', 'Not', 'all', 'of', 'us', 'have', 'manhands', 'y', '’', 'know', '!', '?']","['rt', 'why', 'does', 'intend', 'on', 'making', 'massive', 'phones', '?', '!', 'not', 'all', 'of', 'us', 'have', 'manhands', 'y', '’', 'know', '!', '?']","['rt', 'why', 'does', 'intend', 'on', 'making', 'massive', 'phones', 'not', 'all', 'of', 'us', 'have', 'manhands', 'y', '’', 'know']","['rt', 'intend', 'making', 'massive', 'phones', 'us', 'manhands', '’', 'know']",rt intend making massive phones us manhands ’ know,0
6731,Bummed and delayed shipments. Phone through carrier and watch through store.,1043221241119703040,Bummed and delayed shipments. Phone through carrier and watch through store.,"['Bummed', 'and', 'delayed', 'shipments', '.', 'Phone', 'through', 'carrier', 'and', 'watch', 'through', 'store', '.']","['bummed', 'and', 'delayed', 'shipments', '.', 'phone', 'through', 'carrier', 'and', 'watch', 'through', 'store', '.']","['bummed', 'and', 'delayed', 'shipments', 'phone', 'through', 'carrier', 'and', 'watch', 'through', 'store']","['bummed', 'delayed', 'shipments', 'phone', 'carrier', 'watch', 'store']",bummed delayed shipments phone carrier watch store,0
10805,RT Brand New iPhone XS MAX with faulty display. https://t.co/G7f…,1042980467572584450,RT Brand New iPhone XS MAX with faulty display. https://t.co/G7f…,"['RT', 'Brand', 'New', 'iPhone', 'XS', 'MAX', 'with', 'faulty', 'display', '.', 'https', ':', '//t.co/G7f…']","['rt', 'brand', 'new', 'iphone', 'xs', 'max', 'with', 'faulty', 'display', '.', 'https', ':', '//t.co/g7f…']","['rt', 'brand', 'new', 'iphone', 'xs', 'max', 'with', 'faulty', 'display', 'https', '//t.co/g7f…']","['rt', 'brand', 'new', 'iphone', 'xs', 'max', 'faulty', 'display', '//t.co/g7f…']",rt brand new iphone xs max faulty display //t.co/g7f…,0
10614,RT I have nothing against new iPhone but I find this video hilarious https://t.co/fbs4MrW90k,1043004191948472321,RT I have nothing against new iPhone but I find this video hilarious https://t.co/fbs4MrW90k,"['RT', 'I', 'have', 'nothing', 'against', 'new', 'iPhone', 'but', 'I', 'find', 'this', 'video', 'hilarious', 'https', ':', '//t.co/fbs4MrW90k']","['rt', 'i', 'have', 'nothing', 'against', 'new', 'iphone', 'but', 'i', 'find', 'this', 'video', 'hilarious', 'https', ':', '//t.co/fbs4mrw90k']","['rt', 'i', 'have', 'nothing', 'against', 'new', 'iphone', 'but', 'i', 'find', 'this', 'video', 'hilarious', 'https', '//t.co/fbs4mrw90k']","['rt', 'nothing', 'new', 'iphone', 'find', 'video', 'hilarious', '//t.co/fbs4mrw90k']",rt nothing new iphone find video hilarious //t.co/fbs4mrw90k,0
8224,So after getting up at 6am last Friday and pre ordering my iPhone to getting up today and getting it on launch day.… https://t.co/mISA9gDmVj,1043153629178474497,So after getting up at 6am last Friday and pre ordering my iPhone to getting up today and getting it on launch day.… https://t.co/mISA9gDmVj,"['So', 'after', 'getting', 'up', 'at', '6am', 'last', 'Friday', 'and', 'pre', 'ordering', 'my', 'iPhone', 'to', 'getting', 'up', 'today', 'and', 'getting', 'it', 'on', 'launch', 'day.…', 'https', ':', '//t.co/mISA9gDmVj']","['so', 'after', 'getting', 'up', 'at', '6am', 'last', 'friday', 'and', 'pre', 'ordering', 'my', 'iphone', 'to', 'getting', 'up', 'today', 'and', 'getting', 'it', 'on', 'launch', 'day.…', 'https', ':', '//t.co/misa9gdmvj']","['so', 'after', 'getting', 'up', 'at', '6am', 'last', 'friday', 'and', 'pre', 'ordering', 'my', 'iphone', 'to', 'getting', 'up', 'today', 'and', 'getting', 'it', 'on', 'launch', 'day.…', 'https', '//t.co/misa9gdmvj']","['getting', '6am', 'last', 'friday', 'pre', 'ordering', 'iphone', 'getting', 'today', 'getting', 'launch', 'day.…', '//t.co/misa9gdmvj']",getting 6am last friday pre ordering iphone getting today getting launch day.… //t.co/misa9gdmvj,0
13042,i cracked my screen... well i guess its a sight to upgrade to a iphone x.,1042624592676716544,i cracked my screen... well i guess its a sight to upgrade to a iphone x.,"['i', 'cracked', 'my', 'screen', '...', 'well', 'i', 'guess', 'its', 'a', 'sight', 'to', 'upgrade', 'to', 'a', 'iphone', 'x', '.']","['i', 'cracked', 'my', 'screen', '...', 'well', 'i', 'guess', 'its', 'a', 'sight', 'to', 'upgrade', 'to', 'a', 'iphone', 'x', '.']","['i', 'cracked', 'my', 'screen', '...', 'well', 'i', 'guess', 'its', 'a', 'sight', 'to', 'upgrade', 'to', 'a', 'iphone', 'x']","['cracked', 'screen', '...', 'well', 'guess', 'sight', 'upgrade', 'iphone', 'x']",cracked screen ... well guess sight upgrade iphone x,0
11717,RT Our biggest prize yet. VBI &amp; Vast are back with a HOT giveaway. Because you deserve all the nice things: 🎉 iPhone Xs…,1042832404396703744,RT Our biggest prize yet. VBI &amp; Vast are back with a HOT giveaway. Because you deserve all the nice things: 🎉 iPhone Xs…,"['RT', 'Our', 'biggest', 'prize', 'yet', '.', 'VBI', '&', 'amp', ';', 'Vast', 'are', 'back', 'with', 'a', 'HOT', 'giveaway', '.', 'Because', 'you', 'deserve', 'all', 'the', 'nice', 'things', ':', '🎉', 'iPhone', 'Xs…']","['rt', 'our', 'biggest', 'prize', 'yet', '.', 'vbi', '&', 'amp', ';', 'vast', 'are', 'back', 'with', 'a', 'hot', 'giveaway', '.', 'because', 'you', 'deserve', 'all', 'the', 'nice', 'things', ':', '🎉', 'iphone', 'xs…']","['rt', 'our', 'biggest', 'prize', 'yet', 'vbi', 'amp', 'vast', 'are', 'back', 'with', 'a', 'hot', 'giveaway', 'because', 'you', 'deserve', 'all', 'the', 'nice', 'things', '🎉', 'iphone', 'xs…']","['rt', 'biggest', 'prize', 'yet', 'vbi', 'amp', 'vast', 'back', 'hot', 'giveaway', 'deserve', 'nice', 'things', '🎉', 'iphone', 'xs…']",rt biggest prize yet vbi amp vast back hot giveaway deserve nice things 🎉 iphone xs…,0
10729,iPhoneXSMax get. 😊📱💖🎶 https://t.co/vivJV1qQO7,1042990805433036801,iPhoneXSMax get. 😊📱💖🎶 https://t.co/vivJV1qQO7,"['iPhoneXSMax', 'get', '.', '😊📱💖🎶', 'https', ':', '//t.co/vivJV1qQO7']","['iphonexsmax', 'get', '.', '😊📱💖🎶', 'https', ':', '//t.co/vivjv1qqo7']","['iphonexsmax', 'get', '😊📱💖🎶', 'https', '//t.co/vivjv1qqo7']","['iphonexsmax', 'get', '😊📱💖🎶', '//t.co/vivjv1qqo7']",iphonexsmax get 😊📱💖🎶 //t.co/vivjv1qqo7,0
14923,RT Our biggest prize yet. VBI &amp; Vast are back with a HOT giveaway. Because you deserve all the nice things: 🎉 iPhone Xs…,1042402471119794178,RT Our biggest prize yet. VBI &amp; Vast are back with a HOT giveaway. Because you deserve all the nice things: 🎉 iPhone Xs…,"['RT', 'Our', 'biggest', 'prize', 'yet', '.', 'VBI', '&', 'amp', ';', 'Vast', 'are', 'back', 'with', 'a', 'HOT', 'giveaway', '.', 'Because', 'you', 'deserve', 'all', 'the', 'nice', 'things', ':', '🎉', 'iPhone', 'Xs…']","['rt', 'our', 'biggest', 'prize', 'yet', '.', 'vbi', '&', 'amp', ';', 'vast', 'are', 'back', 'with', 'a', 'hot', 'giveaway', '.', 'because', 'you', 'deserve', 'all', 'the', 'nice', 'things', ':', '🎉', 'iphone', 'xs…']","['rt', 'our', 'biggest', 'prize', 'yet', 'vbi', 'amp', 'vast', 'are', 'back', 'with', 'a', 'hot', 'giveaway', 'because', 'you', 'deserve', 'all', 'the', 'nice', 'things', '🎉', 'iphone', 'xs…']","['rt', 'biggest', 'prize', 'yet', 'vbi', 'amp', 'vast', 'back', 'hot', 'giveaway', 'deserve', 'nice', 'things', '🎉', 'iphone', 'xs…']",rt biggest prize yet vbi amp vast back hot giveaway deserve nice things 🎉 iphone xs…,0
4361,iPhone XS Max Unboxing &amp; First Impressions (Gold 512gb) https://t.co/F7klucStzO via,1043390926532399105,iPhone XS Max Unboxing &amp; First Impressions (Gold 512gb) https://t.co/F7klucStzO via,"['iPhone', 'XS', 'Max', 'Unboxing', '&', 'amp', ';', 'First', 'Impressions', '(', 'Gold', '512gb', ')', 'https', ':', '//t.co/F7klucStzO', 'via']","['iphone', 'xs', 'max', 'unboxing', '&', 'amp', ';', 'first', 'impressions', '(', 'gold', '512gb', ')', 'https', ':', '//t.co/f7klucstzo', 'via']","['iphone', 'xs', 'max', 'unboxing', 'amp', 'first', 'impressions', 'gold', '512gb', 'https', '//t.co/f7klucstzo', 'via']","['iphone', 'xs', 'max', 'unboxing', 'amp', 'first', 'impressions', 'gold', '512gb', '//t.co/f7klucstzo', 'via']",iphone xs max unboxing amp first impressions gold 512gb //t.co/f7klucstzo via,0
5986,Never realized how much I missed the big screen phone until today. Happy launch day,1043260258758451200,Never realized how much I missed the big screen phone until today. Happy launch day,"['Never', 'realized', 'how', 'much', 'I', 'missed', 'the', 'big', 'screen', 'phone', 'until', 'today', '.', 'Happy', 'launch', 'day']","['never', 'realized', 'how', 'much', 'i', 'missed', 'the', 'big', 'screen', 'phone', 'until', 'today', '.', 'happy', 'launch', 'day']","['never', 'realized', 'how', 'much', 'i', 'missed', 'the', 'big', 'screen', 'phone', 'until', 'today', 'happy', 'launch', 'day']","['never', 'realized', 'much', 'missed', 'big', 'screen', 'phone', 'today', 'happy', 'launch', 'day']",never realized much missed big screen phone today happy launch day,0
3368,Always adapting to the future! https://t.co/wO6DFBSnca,1043525123414925312,Always adapting to the future! https://t.co/wO6DFBSnca,"['Always', 'adapting', 'to', 'the', 'future', '!', 'https', ':', '//t.co/wO6DFBSnca']","['always', 'adapting', 'to', 'the', 'future', '!', 'https', ':', '//t.co/wo6dfbsnca']","['always', 'adapting', 'to', 'the', 'future', 'https', '//t.co/wo6dfbsnca']","['always', 'adapting', 'future', '//t.co/wo6dfbsnca']",always adapting future //t.co/wo6dfbsnca,0
2454,Loving my new iPhone Xs Max 📱#newiphone,1043621264307507202,Loving my new iPhone Xs Max 📱#newiphone,"['Loving', 'my', 'new', 'iPhone', 'Xs', 'Max', '📱', '#', 'newiphone']","['loving', 'my', 'new', 'iphone', 'xs', 'max', '📱', '#', 'newiphone']","['loving', 'my', 'new', 'iphone', 'xs', 'max', '📱', 'newiphone']","['loving', 'new', 'iphone', 'xs', 'max', '📱', 'newiphone']",loving new iphone xs max 📱 newiphone,0
2542,"fuck a 64 GB , I need that 256 GB , so happy now that I got my new 😏 https://t.co/Aovi4qFE98",1043609238390562816,"fuck a 64 GB , I need that 256 GB , so happy now that I got my new 😏 https://t.co/Aovi4qFE98","['fuck', 'a', '64', 'GB', ',', 'I', 'need', 'that', '256', 'GB', ',', 'so', 'happy', 'now', 'that', 'I', 'got', 'my', 'new', '😏', 'https', ':', '//t.co/Aovi4qFE98']","['fuck', 'a', '64', 'gb', ',', 'i', 'need', 'that', '256', 'gb', ',', 'so', 'happy', 'now', 'that', 'i', 'got', 'my', 'new', '😏', 'https', ':', '//t.co/aovi4qfe98']","['fuck', 'a', '64', 'gb', 'i', 'need', 'that', '256', 'gb', 'so', 'happy', 'now', 'that', 'i', 'got', 'my', 'new', '😏', 'https', '//t.co/aovi4qfe98']","['fuck', '64', 'gb', 'need', '256', 'gb', 'happy', 'got', 'new', '😏', '//t.co/aovi4qfe98']",fuck 64 gb need 256 gb happy got new 😏 //t.co/aovi4qfe98,0
12238,RT iPhone Xs Max will cost almost R32k? Apple must think everybody selling drugs just because Dagga was legalised. It’s just…,1042781653293260800,RT iPhone Xs Max will cost almost R32k? Apple must think everybody selling drugs just because Dagga was legalised. it is just…,"['RT', 'iPhone', 'Xs', 'Max', 'will', 'cost', 'almost', 'R32k', '?', 'Apple', 'must', 'think', 'everybody', 'selling', 'drugs', 'just', 'because', 'Dagga', 'was', 'legalised', '.', 'it', 'is', 'just…']","['rt', 'iphone', 'xs', 'max', 'will', 'cost', 'almost', 'r32k', '?', 'apple', 'must', 'think', 'everybody', 'selling', 'drugs', 'just', 'because', 'dagga', 'was', 'legalised', '.', 'it', 'is', 'just…']","['rt', 'iphone', 'xs', 'max', 'will', 'cost', 'almost', 'r32k', 'apple', 'must', 'think', 'everybody', 'selling', 'drugs', 'just', 'because', 'dagga', 'was', 'legalised', 'it', 'is', 'just…']","['rt', 'iphone', 'xs', 'max', 'cost', 'almost', 'r32k', 'apple', 'must', 'think', 'everybody', 'selling', 'drugs', 'dagga', 'legalised', 'just…']",rt iphone xs max cost almost r32k apple must think everybody selling drugs dagga legalised just…,0
13312,RT Our biggest prize yet. VBI &amp; Vast are back with a HOT giveaway. Because you deserve all the nice things: 🎉 iPhone Xs…,1042571311518633984,RT Our biggest prize yet. VBI &amp; Vast are back with a HOT giveaway. Because you deserve all the nice things: 🎉 iPhone Xs…,"['RT', 'Our', 'biggest', 'prize', 'yet', '.', 'VBI', '&', 'amp', ';', 'Vast', 'are', 'back', 'with', 'a', 'HOT', 'giveaway', '.', 'Because', 'you', 'deserve', 'all', 'the', 'nice', 'things', ':', '🎉', 'iPhone', 'Xs…']","['rt', 'our', 'biggest', 'prize', 'yet', '.', 'vbi', '&', 'amp', ';', 'vast', 'are', 'back', 'with', 'a', 'hot', 'giveaway', '.', 'because', 'you', 'deserve', 'all', 'the', 'nice', 'things', ':', '🎉', 'iphone', 'xs…']","['rt', 'our', 'biggest', 'prize', 'yet', 'vbi', 'amp', 'vast', 'are', 'back', 'with', 'a', 'hot', 'giveaway', 'because', 'you', 'deserve', 'all', 'the', 'nice', 'things', '🎉', 'iphone', 'xs…']","['rt', 'biggest', 'prize', 'yet', 'vbi', 'amp', 'vast', 'back', 'hot', 'giveaway', 'deserve', 'nice', 'things', '🎉', 'iphone', 'xs…']",rt biggest prize yet vbi amp vast back hot giveaway deserve nice things 🎉 iphone xs…,0
13196,RT Our biggest prize yet. VBI &amp; Vast are back with a HOT giveaway. Because you deserve all the nice things: 🎉 iPhone Xs…,1042592420800618496,RT Our biggest prize yet. VBI &amp; Vast are back with a HOT giveaway. Because you deserve all the nice things: 🎉 iPhone Xs…,"['RT', 'Our', 'biggest', 'prize', 'yet', '.', 'VBI', '&', 'amp', ';', 'Vast', 'are', 'back', 'with', 'a', 'HOT', 'giveaway', '.', 'Because', 'you', 'deserve', 'all', 'the', 'nice', 'things', ':', '🎉', 'iPhone', 'Xs…']","['rt', 'our', 'biggest', 'prize', 'yet', '.', 'vbi', '&', 'amp', ';', 'vast', 'are', 'back', 'with', 'a', 'hot', 'giveaway', '.', 'because', 'you', 'deserve', 'all', 'the', 'nice', 'things', ':', '🎉', 'iphone', 'xs…']","['rt', 'our', 'biggest', 'prize', 'yet', 'vbi', 'amp', 'vast', 'are', 'back', 'with', 'a', 'hot', 'giveaway', 'because', 'you', 'deserve', 'all', 'the', 'nice', 'things', '🎉', 'iphone', 'xs…']","['rt', 'biggest', 'prize', 'yet', 'vbi', 'amp', 'vast', 'back', 'hot', 'giveaway', 'deserve', 'nice', 'things', '🎉', 'iphone', 'xs…']",rt biggest prize yet vbi amp vast back hot giveaway deserve nice things 🎉 iphone xs…,0
6364,All Apple Web Order Pick-Ups on hold due to system-wide outage.,1043240624244379650,All Apple Web Order Pick-Ups on hold due to system-wide outage.,"['All', 'Apple', 'Web', 'Order', 'Pick-Ups', 'on', 'hold', 'due', 'to', 'system-wide', 'outage', '.']","['all', 'apple', 'web', 'order', 'pick-ups', 'on', 'hold', 'due', 'to', 'system-wide', 'outage', '.']","['all', 'apple', 'web', 'order', 'pick-ups', 'on', 'hold', 'due', 'to', 'system-wide', 'outage']","['apple', 'web', 'order', 'pick-ups', 'hold', 'due', 'system-wide', 'outage']",apple web order pick-ups hold due system-wide outage,0
602,Just picked up the 😍 https://t.co/jBj4XQz3aE,1043918419513536513,Just picked up the 😍 https://t.co/jBj4XQz3aE,"['Just', 'picked', 'up', 'the', '😍', 'https', ':', '//t.co/jBj4XQz3aE']","['just', 'picked', 'up', 'the', '😍', 'https', ':', '//t.co/jbj4xqz3ae']","['just', 'picked', 'up', 'the', '😍', 'https', '//t.co/jbj4xqz3ae']","['picked', '😍', '//t.co/jbj4xqz3ae']",picked 😍 //t.co/jbj4xqz3ae,0
13957,I went with the XS Max. Should be here Friday,1042478471606362112,I went with the XS Max. Should be here Friday,"['I', 'went', 'with', 'the', 'XS', 'Max', '.', 'Should', 'be', 'here', 'Friday']","['i', 'went', 'with', 'the', 'xs', 'max', '.', 'should', 'be', 'here', 'friday']","['i', 'went', 'with', 'the', 'xs', 'max', 'should', 'be', 'here', 'friday']","['went', 'xs', 'max', 'friday']",went xs max friday,0
11560,RT job fairy! we’re looking for some new part timers to help us handle the rush on and launch day https://…,1042860432351010816,RT job fairy! we are looking for some new part timers to help us handle the rush on and launch day https://…,"['RT', 'job', 'fairy', '!', 'we', 'are', 'looking', 'for', 'some', 'new', 'part', 'timers', 'to', 'help', 'us', 'handle', 'the', 'rush', 'on', 'and', 'launch', 'day', 'https', ':', '//…']","['rt', 'job', 'fairy', '!', 'we', 'are', 'looking', 'for', 'some', 'new', 'part', 'timers', 'to', 'help', 'us', 'handle', 'the', 'rush', 'on', 'and', 'launch', 'day', 'https', ':', '//…']","['rt', 'job', 'fairy', 'we', 'are', 'looking', 'for', 'some', 'new', 'part', 'timers', 'to', 'help', 'us', 'handle', 'the', 'rush', 'on', 'and', 'launch', 'day', 'https', '//…']","['rt', 'job', 'fairy', 'looking', 'new', 'part', 'timers', 'help', 'us', 'handle', 'rush', 'launch', 'day', '//…']",rt job fairy looking new part timers help us handle rush launch day //…,0
